USERNAME,ABOUT
Webdesign Figma ✪,"UI/UX ВЕБ ДИЗАЙНЕР-DmitriyВеб-дизайнер• Создание лендингов, квиз-лендингов.• Оформление социальных сетей.• Оформление рекламы.• Сотрудничество 📩"
Andrey Blatnoy,None
Saturn Design,None
Yulia Hetman,Web DesignerFreelancer
Oxana Shumskaya,"e-mail: oxakost@gmail.comHello! I am self-motivated, good-tempered and ambitious UI/UX Designer with strong skills in UI/UX, typography, HTML5, CSS3, etc. I have experience with Figma, Photoshop, Illuctrator, Adobe After Effects, React, SPA and etc.Open to new opportunities! Looking forward to work with you!"
Kostia Dmitriev,"I am experienced UI/UX designer. I worked on projects from different industries. Such as medicine, fashion, retail, real estate, interior design, conferences and many others. I make projects of any sizes, from landing page to CRM and marketplaces. "
Socio Design,None
Mariusz Mitkow,None
Olesia Dmitriyeva,None
Lazar Glumac,None
ELENA KHOMENKO,None
Михаил Расторгуев,"Привет! Меня зовут Михаил. Разрабатываю сайты под ключ.Помогаю стартапам и бизнесу качественно выделяться на фоне конкурентов с помощью эффективного и простого дизайна. Индивидуальный подход к каждому проекту, соблюдение сроков, перфекционизм&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>Привет! Меня зовут Михаил. Разрабатываю сайты под ключ.Помогаю стартапам и бизнесу качественно выделяться на фоне конкурентов с помощью эффективного и простого дизайна. Индивидуальный подход к каждому проекту, соблюдение сроков, перфекционизм. Связаться со мной:Telegram: @rastorguev_designWhatsApp: +79504845492e-mail: rastorguev.design@gmail.com <span class='variable-text-link fake-link'> Read Less</span></div>"
Paul Leroy,"French Junior Art Director. I am currently working at Magnetism. I’m specialized in UX/UI design, brand identity and interactive design. During my experiences I have had the privilege of working for brands such as Suez, Dior, LVMH and PSG."
Luc Lapierre,None
Victoria Kazakova,None
Wanrong Du,None
Sudhanshu tiwari,None
Ірина Мєтт,None
Krystyna Pyatashova,None
Bogdan Nikitin,"WHO I AM My name is Bogdan. I'm a UI/UX designer living in Kiev, Ukraine. I really love my work, but even more I pleased when other people appreciate my work.WHAT I DOClean, fascinating and comfortable design for people. CONTACTSEmail - artstudio.nikitin@gmail.comSkype - bogdanlifestyleIMPORTANTLife mov&#8230; <span class='variable-text-link fake-link'> Read More</span></div><div class='variable-text variable-text-full hide'>WHO I AM My name is Bogdan. I'm a UI/UX designer living in Kiev, Ukraine. I really love my work, but even more I pleased when other people appreciate my work.WHAT I DOClean, fascinating and comfortable design for people. CONTACTSEmail - artstudio.nikitin@gmail.comSkype - bogdanlifestyleIMPORTANTLife moves pretty fast. If you don't stop and look around once in a while, you could miss it. <span class='variable-text-link fake-link'> Read Less</span></div>"
Nikitin T,None
Yana Kravchenko,"Graphic designer, Illustrator & Vector Artist. Feel free to contact me at: yanapryhodko20@gmail.com"
Max Kibl,"- UX / UI design, prototyping and designing of user interfaces."
Mostafijur Rahman,"Expert of Landing page, Web page, Website Design, Website Redesign, Dashboard, Web application."
Ketan Rajput,None
Mary Kartasheva,None
K. T,None
Sergey Popkov,None
Эдик Данн,None
Yuri Krivko,None
Ксения Шалеева,None
Polina Kuban,Hello! My name is Polina and I'm an aspiring graphic designer. Besides graphic design I'm also interested in illustration and drawing.
Nikiprojek .,Be yourself
Kirill Korniev,My name is Kirill and I'm UX/UI and Web-designer. I can do the following design for you or your business:- Landing page- Website - Mobile app- Prototyping - BannersMy tools:- Figma- Adobe Photoshop- Adobe Illustrator- Adobe After Effects
